"Geography/Registration Address/Voter File Source State","Demographics/Individual/Ethnicity/VoterBase Race","Voting/Voting Behavior/TSP - Mid-Term General Turnout Score Bucket","Issues/Modeled/TSP - Partisan Score Bucket","Geography/Current Address/TargetSmart Address - State House District","All Record Count"
"MS","W - White","80-89.9","30-39.9","115","43"
"MS","W - White","0-9.9","50-59.9","075","43"
"MS","W - White","30-39.9","30-39.9","064","43"
"MS","B - Black","20-29.9","60-69.9","064","43"
"MS","W - White","30-39.9","60-69.9","018","43"
"MS","B - Black","60-69.9","70-79.9","057","43"
"MS","B - Black","70-79.9","30-39.9","007","43"
"MS","W - White","70-79.9","40-49.9","017","43"
"MS","B - Black","70-79.9","80-89.9","101","43"
"MS","W - White","50-59.9","40-49.9","019","42"
"MS","W - White","80-89.9","20-29.9","026","42"
"MS","W - White","10-19.9","50-59.9","105","42"
"MS","W - White","80-89.9","80-89.9","092","42"
"MS","B - Black","90-100","90-100","028","42"
"MS","W - White","60-69.9","30-39.9","018","42"
"MS","W - White","50-59.9","0-9.9","065","42"
"MS","W - White","10-19.9","50-59.9","008","42"
"MS","B - Black","20-29.9","20-29.9","005","42"
"MS","B - Black","70-79.9","70-79.9","025","42"
"MS","B - Black","50-59.9","0-9.9","075","42"
"MS","W - White","20-29.9","60-69.9","064","42"
"MS","B - Black","60-69.9","70-79.9","006","42"
"MS","W - White","30-39.9","40-49.9","056","42"
"MS","B - Black","0-9.9","10-19.9","018","42"
"MS","B - Black","10-19.9","0-9.9","027","42"
"MS","B - Black","60-69.9","80-89.9","084","42"
"MS","W - White","50-59.9","90-100","066","42"
"MS","W - White","50-59.9","20-29.9","055","42"
"MS","B - Black","60-69.9","60-69.9","098","42"
"MS","B - Black","40-49.9","80-89.9","121","42"
"MS","B - Black","50-59.9","0-9.9","017","42"
"MS","W - White","10-19.9","80-89.9","075","42"
"MS","W - White","80-89.9","50-59.9","101","42"
"MS","W - White","20-29.9","60-69.9","018","42"
"MS","W - White","50-59.9","60-69.9","114","42"
"MS","W - White","50-59.9","50-59.9","024","42"
"MS","B - Black","30-39.9","60-69.9","084","42"
"MS","W - White","20-29.9","40-49.9","096","42"
"MS","B - Black","20-29.9","70-79.9","070","42"
"MS","B - Black","30-39.9","50-59.9","110","42"
"MS","W - White","50-59.9","40-49.9","037","42"
"MS","W - White","0-9.9","50-59.9","005","42"
"MS","W - White","20-29.9","40-49.9","004","42"
"MS","B - Black","60-69.9","0-9.9","074","42"
"MS","W - White","80-89.9","50-59.9","021","42"
"MS","W - White","50-59.9","40-49.9","034","42"
"MS","B - Black","60-69.9","0-9.9","087","42"
"MS","B - Black","30-39.9","70-79.9","026","42"
"MS","B - Black","20-29.9","50-59.9","096","42"
"MS","B - Black","30-39.9","70-79.9","097","42"
"MS","W - White","40-49.9","90-100","059","42"
"MS","W - White","50-59.9","0-9.9","067","42"
"MS","B - Black","0-9.9","40-49.9","057","42"
"MS","W - White","80-89.9","30-39.9","079","42"
"MS","B - Black","30-39.9","40-49.9","020","42"
"MS","B - Black","20-29.9","20-29.9","063","42"
"MS","B - Black","20-29.9","30-39.9","063","42"
"MS","W - White","40-49.9","80-89.9","115","42"
"MS","B - Black","60-69.9","0-9.9","047","42"
"MS","W - White","70-79.9","30-39.9","036","42"
"MS","W - White","80-89.9","40-49.9","033","42"
"MS","W - White","90-100","30-39.9","012","42"
"MS","W - White","70-79.9","90-100","110","42"
"MS","B - Black","70-79.9","0-9.9","104","42"
"MS","B - Black","20-29.9","60-69.9","077","42"
"MS","B - Black","70-79.9","80-89.9","043","42"
"MS","W - White","90-100","30-39.9","052","42"
"MS","W - White","80-89.9","40-49.9","034","42"
"MS","W - White","50-59.9","70-79.9","101","42"
"MS","W - White","70-79.9","70-79.9","024","42"
"MS","H - Hispanic or Latino","0-9.9","50-59.9","112","42"
"MS","W - White","10-19.9","60-69.9","104","42"
"MS","W - White","50-59.9","50-59.9","109","42"
"MS","W - White","40-49.9","50-59.9","036","42"
"MS","W - White","0-9.9","60-69.9","011","42"
"MS","B - Black","0-9.9","50-59.9","038","42"
"MS","W - White","0-9.9","60-69.9","004","42"
"MS","W - White","50-59.9","30-39.9","096","42"
"MS","B - Black","70-79.9","60-69.9","063","42"
"MS","B - Black","0-9.9","20-29.9","066","42"
"MS","W - White","10-19.9","80-89.9","009","42"
"MS","W - White","0-9.9","40-49.9","053","42"
"MS","W - White","10-19.9","70-79.9","098","42"
"MS","W - White","70-79.9","10-19.9","076","42"
"MS","B - Black","30-39.9","60-69.9","071","42"
"MS","B - Black","60-69.9","0-9.9","006","42"
"MS","B - Black","50-59.9","50-59.9","052","42"
"MS","B - Black","70-79.9","0-9.9","068","42"
"MS","B - Black","0-9.9","50-59.9","023","42"
"MS","W - White","50-59.9","40-49.9","099","42"
"MS","W - White","50-59.9","50-59.9","052","42"
"MS","B - Black","0-9.9","40-49.9","083","42"
"MS","W - White","0-9.9","40-49.9","103","42"
"MS","B - Black","10-19.9","90-100","056","42"
"MS","W - White","0-9.9","40-49.9","085","42"
"MS","W - White","20-29.9","10-19.9","029","42"
"MS","B - Black","20-29.9","10-19.9","062","42"
"MS","W - White","80-89.9","80-89.9","021","42"
"MS","B - Black","70-79.9","0-9.9","029","42"
"MS","W - White","0-9.9","60-69.9","018","42"
"MS","B - Black","10-19.9","10-19.9","016","42"
"MS","W - White","40-49.9","80-89.9","121","42"
"MS","B - Black","0-9.9","70-79.9","018","42"
"MS","B - Black","70-79.9","80-89.9","007","42"
"MS","W - White","0-9.9","40-49.9","078","42"
"MS","B - Black","20-29.9","30-39.9","115","42"
"MS","W - White","40-49.9","50-59.9","088","42"
"MS","W - White","0-9.9","60-69.9","006","42"
"MS","B - Black","0-9.9","80-89.9","023","42"
"MS","W - White","90-100","50-59.9","010","42"
"MS","W - White","40-49.9","70-79.9","075","42"
"MS","B - Black","40-49.9","70-79.9","042","42"
"MS","W - White","10-19.9","60-69.9","059","42"
"MS","W - White","20-29.9","40-49.9","054","42"
"MS","W - White","20-29.9","90-100","056","42"
"MS","W - White","70-79.9","50-59.9","046","42"
"MS","W - White","80-89.9","20-29.9","009","42"
"MS","B - Black","40-49.9","50-59.9","017","42"
"MS","W - White","0-9.9","60-69.9","089","42"
"MS","B - Black","20-29.9","10-19.9","100","42"
"MS","W - White","80-89.9","50-59.9","036","42"
"MS","W - White","70-79.9","90-100","071","42"
"MS","B - Black","10-19.9","80-89.9","093","42"
"MS","B - Black","60-69.9","70-79.9","103","42"
"MS","W - White","70-79.9","40-49.9","028","42"
"MS","W - White","10-19.9","50-59.9","036","42"
"MS","B - Black","10-19.9","40-49.9","042","42"
"MS","B - Black","60-69.9","80-89.9","040","42"
"MS","B - Black","0-9.9","10-19.9","052","42"
"MS","B - Black","20-29.9","60-69.9","115","42"
"MS","B - Black","30-39.9","60-69.9","118","42"
"MS","W - White","80-89.9","50-59.9","020","42"
"MS","W - White","20-29.9","40-49.9","077","42"
"MS","W - White","40-49.9","60-69.9","018","42"
"MS","W - White","30-39.9","20-29.9","030","42"
"MS","B - Black","0-9.9","10-19.9","094","42"
"MS","B - Black","30-39.9","50-59.9","076","42"
"MS","B - Black","0-9.9","40-49.9","023","42"
"MS","B - Black","60-69.9","80-89.9","102","42"
"MS","B - Black","0-9.9","30-39.9","083","42"
"MS","W - White","0-9.9","40-49.9","050","42"
"MS","B - Black","90-100","90-100","113","42"
"MS","B - Black","0-9.9","30-39.9","116","42"
"MS","B - Black","0-9.9","10-19.9","110","42"
"MS","B - Black","30-39.9","90-100","087","42"
"MS","W - White","50-59.9","20-29.9","091","42"
"MS","B - Black","50-59.9","0-9.9","034","42"
"MS","B - Black","20-29.9","90-100","023","42"
"MS","W - White","10-19.9","50-59.9","084","42"
"MS","B - Black","0-9.9","10-19.9","021","42"
"MS","W - White","20-29.9","50-59.9","025","42"
"MS","W - White","20-29.9","30-39.9","030","42"
"MS","W - White","50-59.9","40-49.9","088","42"
"MS","W - White","50-59.9","0-9.9","082","42"
"MS","W - White","40-49.9","30-39.9","078","42"
"MS","B - Black","30-39.9","30-39.9","011","42"
"MS","W - White","40-49.9","50-59.9","001","42"
"MS","B - Black","60-69.9","70-79.9","011","42"
"MS","W - White","30-39.9","30-39.9","016","42"
"MS","W - White","40-49.9","50-59.9","046","42"
"MS","W - White","0-9.9","30-39.9","103","42"
"MS","W - White","80-89.9","20-29.9","062","42"
"MS","B - Black","0-9.9","70-79.9","099","42"
"MS","B - Black","10-19.9","40-49.9","112","42"
"MS","B - Black","10-19.9","10-19.9","002","42"
"MS","W - White","90-100","50-59.9","012","42"
"MS","B - Black","60-69.9","0-9.9","119","42"
"MS","W - White","50-59.9","20-29.9","085","42"
"MS","B - Black","80-89.9","70-79.9","057","42"
"MS","W - White","10-19.9","20-29.9","043","42"
"MS","W - White","80-89.9","80-89.9","084","42"
"MS","W - White","50-59.9","10-19.9","051","42"
"MS","B - Black","40-49.9","60-69.9","006","42"
"MS","B - Black","10-19.9","0-9.9","084","42"
"MS","H - Hispanic or Latino","0-9.9","40-49.9","110","42"
"MS","B - Black","30-39.9","90-100","081","42"
"MS","W - White","0-9.9","80-89.9","057","42"
"MS","B - Black","10-19.9","50-59.9","055","42"
"MS","B - Black","80-89.9","0-9.9","114","42"
"MS","W - White","10-19.9","20-29.9","041","42"
"MS","W - White","30-39.9","90-100","017","42"
"MS","W - White","40-49.9","70-79.9","013","42"
"MS","W - White","90-100","10-19.9","062","42"
"MS","W - White","80-89.9","10-19.9","026","42"
"MS","W - White","20-29.9","90-100","033","42"
"MS","W - White","60-69.9","70-79.9","073","42"
"MS","W - White","20-29.9","50-59.9","104","42"
"MS","W - White","20-29.9","40-49.9","034","42"
"MS","W - White","30-39.9","0-9.9","055","42"
"MS","W - White","30-39.9","10-19.9","043","42"
"MS","W - White","80-89.9","50-59.9","003","42"
"MS","W - White","80-89.9","30-39.9","060","42"
"MS","W - White","30-39.9","30-39.9","102","42"
"MS","W - White","50-59.9","10-19.9","043","42"
"MS","W - White","60-69.9","30-39.9","025","42"
"MS","W - White","70-79.9","30-39.9","030","42"
"MS","B - Black","10-19.9","60-69.9","064","42"
"MS","W - White","30-39.9","90-100","047","42"
"MS","B - Black","0-9.9","50-59.9","064","42"
"MS","B - Black","30-39.9","40-49.9","050","42"
"MS","W - White","60-69.9","80-89.9","075","42"
"MS","W - White","10-19.9","90-100","051","41"
"MS","B - Black","30-39.9","50-59.9","082","41"
"MS","W - White","10-19.9","60-69.9","074","41"
"MS","B - Black","50-59.9","70-79.9","025","41"
"MS","W - White","30-39.9","70-79.9","024","41"
"MS","W - White","50-59.9","20-29.9","042","41"
"MS","W - White","20-29.9","60-69.9","025","41"
"MS","W - White","0-9.9","20-29.9","042","41"
"MS","B - Black","70-79.9","70-79.9","042","41"
"MS","W - White","0-9.9","40-49.9","028","41"
"MS","N - Native American","0-9.9","90-100","044","41"
"MS","B - Black","60-69.9","0-9.9","043","41"
"MS","B - Black","30-39.9","70-79.9","022","41"
"MS","W - White","70-79.9","50-59.9","122","41"
"MS","B - Black","40-49.9","50-59.9","050","41"
"MS","B - Black","10-19.9","60-69.9","053","41"
"MS","B - Black","10-19.9","20-29.9","122","41"
"MS","W - White","50-59.9","80-89.9","119","41"
"MS","B - Black","0-9.9","30-39.9","121","41"
"MS","W - White","50-59.9","50-59.9","064","41"
"MS","W - White","10-19.9","70-79.9","096","41"
"MS","W - White","90-100","40-49.9","064","41"
"MS","B - Black","70-79.9","0-9.9","107","41"
"MS","W - White","90-100","30-39.9","101","41"
"MS","W - White","40-49.9","30-39.9","096","41"
"MS","B - Black","30-39.9","30-39.9","091","41"
"MS","B - Black","70-79.9","0-9.9","065","41"
"MS","W - White","50-59.9","60-69.9","025","41"
"MS","W - White","40-49.9","90-100","054","41"
"MS","W - White","0-9.9","10-19.9","029","41"
"MS","W - White","70-79.9","20-29.9","011","41"
"MS","B - Black","0-9.9","10-19.9","054","41"
"MS","B - Black","0-9.9","30-39.9","030","41"
"MS","W - White","0-9.9","80-89.9","058","41"
"MS","W - White","70-79.9","50-59.9","018","41"
"MS","B - Black","50-59.9","80-89.9","084","41"
"MS","W - White","30-39.9","40-49.9","064","41"
"MS","W - White","70-79.9","30-39.9","022","41"
"MS","W - White","50-59.9","60-69.9","101","41"
"MS","B - Black","0-9.9","50-59.9","089","41"
"MS","W - White","20-29.9","90-100","086","41"
"MS","B - Black","60-69.9","0-9.9","061","41"
"MS","B - Black","30-39.9","20-29.9","020","41"
"MS","W - White","30-39.9","90-100","009","41"
"MS","W - White","30-39.9","60-69.9","089","41"
"MS","W - White","40-49.9","70-79.9","086","41"
"MS","B - Black","0-9.9","10-19.9","089","41"
"MS","W - White","40-49.9","50-59.9","023","41"
"MS","B - Black","10-19.9","80-89.9","079","41"
"MS","W - White","30-39.9","70-79.9","013","41"
"MS","B - Black","70-79.9","80-89.9","012","41"
"MS","W - White","30-39.9","70-79.9","120","41"
"MS","W - White","40-49.9","90-100","016","41"
"MS","W - White","40-49.9","30-39.9","102","41"
"MS","B - Black","50-59.9","30-39.9","052","41"
"MS","W - White","20-29.9","90-100","007","41"
"MS","W - White","0-9.9","60-69.9","039","41"
"MS","W - White","10-19.9","40-49.9","011","41"
"MS","W - White","90-100","10-19.9","112","41"
"MS","B - Black","0-9.9","80-89.9","100","41"
"MS","W - White","0-9.9","60-69.9","072","41"
"MS","B - Black","50-59.9","70-79.9","068","41"
"MS","W - White","30-39.9","60-69.9","081","41"
"MS","B - Black","30-39.9","70-79.9","065","41"
"MS","B - Black","60-69.9","30-39.9","007","41"
"MS","W - White","30-39.9","90-100","033","41"
"MS","B - Black","0-9.9","10-19.9","011","41"
"MS","W - White","20-29.9","90-100","030","41"
"MS","B - Black","10-19.9","50-59.9","062","41"
"MS","W - White","60-69.9","40-49.9","020","41"
"MS","B - Black","10-19.9","40-49.9","017","41"
"MS","W - White","40-49.9","40-49.9","056","41"
"MS","W - White","0-9.9","40-49.9","098","41"
"MS","B - Black","50-59.9","70-79.9","096","41"
"MS","B - Black","0-9.9","30-39.9","081","41"
"MS","W - White","50-59.9","90-100","093","41"
"MS","W - White","0-9.9","80-89.9","036","41"
"MS","W - White","50-59.9","90-100","072","41"
"MS","W - White","10-19.9","40-49.9","100","41"
"MS","W - White","10-19.9","80-89.9","039","41"
"MS","B - Black","20-29.9","70-79.9","117","41"
"MS","B - Black","0-9.9","60-69.9","075","41"
"MS","W - White","80-89.9","40-49.9","048","41"
"MS","B - Black","80-89.9","80-89.9","091","41"
"MS","W - White","50-59.9","20-29.9","102","41"
"MS","B - Black","40-49.9","50-59.9","063","41"
"MS","W - White","50-59.9","70-79.9","115","41"
"MS","B - Black","30-39.9","30-39.9","006","41"
"MS","W - White","50-59.9","50-59.9","001","41"
"MS","W - White","10-19.9","50-59.9","096","41"
"MS","B - Black","80-89.9","10-19.9","030","41"
"MS","B - Black","0-9.9","10-19.9","108","41"
"MS","B - Black","10-19.9","10-19.9","097","41"
"MS","W - White","80-89.9","40-49.9","102","41"
"MS","B - Black","30-39.9","30-39.9","027","41"
"MS","W - White","70-79.9","80-89.9","009","41"
"MS","W - White","30-39.9","60-69.9","075","41"
"MS","W - White","80-89.9","10-19.9","066","41"
"MS","W - White","80-89.9","40-49.9","074","41"
"MS","B - Black","50-59.9","50-59.9","049","41"
"MS","W - White","80-89.9","50-59.9","073","41"
"MS","W - White","40-49.9","60-69.9","106","41"
"MS","B - Black","0-9.9","60-69.9","012","41"
"MS","W - White","10-19.9","0-9.9","043","41"
"MS","W - White","10-19.9","90-100","075","41"
"MS","W - White","50-59.9","90-100","003","41"
"MS","W - White","20-29.9","10-19.9","041","41"
"MS","W - White","60-69.9","40-49.9","034","41"
"MS","W - White","80-89.9","60-69.9","073","41"
"MS","B - Black","0-9.9","30-39.9","045","41"
"MS","B - Black","50-59.9","20-29.9","063","41"
"MS","B - Black","40-49.9","70-79.9","067","41"
"MS","W - White","0-9.9","70-79.9","041","41"
"MS","B - Black","40-49.9","80-89.9","087","41"
"MS","B - Black","10-19.9","90-100","081","41"
"MS","W - White","90-100","20-29.9","116","41"
"MS","W - White","50-59.9","60-69.9","115","41"
"MS","B - Black","20-29.9","60-69.9","055","41"
"MS","W - White","80-89.9","10-19.9","049","41"
"MS","W - White","40-49.9","80-89.9","006","41"
"MS","B - Black","10-19.9","20-29.9","096","41"
"MS","W - White","30-39.9","0-9.9","051","41"
"MS","B - Black","90-100","0-9.9","015","41"
"MS","B - Black","60-69.9","0-9.9","040","41"
"MS","W - White","20-29.9","50-59.9","077","41"
"MS","B - Black","10-19.9","30-39.9","015","41"
"MS","W - White","0-9.9","40-49.9","014","41"
"MS","W - White","50-59.9","50-59.9","007","41"
"MS","B - Black","10-19.9","30-39.9","049","41"
"MS","B - Black","10-19.9","60-69.9","121","41"
"MS","B - Black","50-59.9","0-9.9","035","41"
"MS","B - Black","50-59.9","30-39.9","006","41"
"MS","B - Black","10-19.9","0-9.9","077","41"
"MS","W - White","30-39.9","50-59.9","004","41"
"MS","W - White","70-79.9","50-59.9","117","41"
"MS","W - White","20-29.9","20-29.9","094","41"
"MS","W - White","40-49.9","90-100","017","41"
"MS","W - White","40-49.9","10-19.9","110","41"
"MS","W - White","60-69.9","40-49.9","056","41"
"MS","B - Black","10-19.9","20-29.9","004","41"
"MS","W - White","40-49.9","40-49.9","100","41"
"MS","W - White","70-79.9","30-39.9","092","41"
"MS","W - White","90-100","80-89.9","043","41"
"MS","B - Black","70-79.9","70-79.9","103","41"
"MS","B - Black","80-89.9","20-29.9","024","41"
"MS","B - Black","80-89.9","80-89.9","047","41"
"MS","B - Black","10-19.9","90-100","020","41"
"MS","B - Black","50-59.9","0-9.9","077","41"
"MS","B - Black","60-69.9","90-100","104","41"
"MS","W - White","30-39.9","70-79.9","059","41"
"MS","W - White","20-29.9","50-59.9","074","41"
"MS","W - White","0-9.9","20-29.9","055","41"
"MS","W - White","80-89.9","50-59.9","023","41"
"MS","W - White","10-19.9","60-69.9","038","41"
"MS","W - White","30-39.9","70-79.9","023","41"
"MS","W - White","10-19.9","60-69.9","034","41"
"MS","B - Black","50-59.9","60-69.9","080","41"
"MS","B - Black","0-9.9","30-39.9","092","41"
"MS","W - White","60-69.9","50-59.9","102","41"
"MS","W - White","10-19.9","40-49.9","048","41"
"MS","W - White","0-9.9","60-69.9","038","41"
"MS","B - Black","0-9.9","50-59.9","046","41"
"MS","W - White","50-59.9","30-39.9","048","41"
"MS","B - Black","0-9.9","20-29.9","033","41"
"MS","W - White","90-100","30-39.9","024","41"
"MS","B - Black","90-100","0-9.9","104","41"
"MS","W - White","10-19.9","50-59.9","005","41"
"MS","B - Black","40-49.9","70-79.9","056","41"
"MS","B - Black","30-39.9","60-69.9","075","41"
"MS","B - Black","50-59.9","70-79.9","091","41"
"MS","B - Black","50-59.9","70-79.9","047","41"
"MS","W - White","20-29.9","90-100","101","41"
"MS","B - Black","10-19.9","0-9.9","076","41"
"MS","B - Black","20-29.9","60-69.9","117","41"
"MS","W - White","90-100","10-19.9","101","41"
"MS","W - White","0-9.9","60-69.9","045","41"
"MS","W - White","10-19.9","40-49.9","030","41"
"MS","W - White","0-9.9","70-79.9","109","41"
"MS","W - White","90-100","20-29.9","014","41"
"MS","B - Black","80-89.9","70-79.9","096","41"
"MS","B - Black","50-59.9","10-19.9","052","41"
"MS","B - Black","20-29.9","70-79.9","048","41"
"MS","W - White","50-59.9","70-79.9","121","41"
"MS","W - White","40-49.9","90-100","042","41"
"MS","W - White","20-29.9","60-69.9","104","41"
"MS","W - White","20-29.9","60-69.9","087","41"
"MS","B - Black","50-59.9","70-79.9","046","41"
"MS","W - White","0-9.9","40-49.9","064","41"
"MS","B - Black","60-69.9","70-79.9","072","41"
"MS","B - Black","50-59.9","0-9.9","100","41"
"MS","W - White","30-39.9","90-100","036","41"
"MS","B - Black","50-59.9","60-69.9","032","41"
"MS","B - Black","10-19.9","50-59.9","008","41"
"MS","W - White","60-69.9","20-29.9","042","41"
"MS","B - Black","0-9.9","50-59.9","031","41"
"MS","B - Black","60-69.9","0-9.9","045","41"
"MS","B - Black","50-59.9","0-9.9","053","41"
"MS","W - White","40-49.9","90-100","021","41"
"MS","W - White","60-69.9","50-59.9","114","41"
"MS","W - White","20-29.9","80-89.9","036","41"
"MS","W - White","30-39.9","70-79.9","037","41"
"MS","B - Black","30-39.9","90-100","079","41"
"MS","W - White","30-39.9","90-100","014","40"
"MS","W - White","30-39.9","70-79.9","115","40"
"MS","W - White","70-79.9","70-79.9","095","40"
"MS","B - Black","70-79.9","10-19.9","025","40"
"MS","W - White","10-19.9","30-39.9","063","40"
"MS","W - White","10-19.9","20-29.9","110","40"
"MS","B - Black","10-19.9","40-49.9","030","40"
"MS","W - White","80-89.9","20-29.9","078","40"
"MS","W - White","80-89.9","20-29.9","045","40"
"MS","B - Black","90-100","0-9.9","108","40"
"MS","W - White","70-79.9","70-79.9","007","40"
"MS","B - Black","0-9.9","30-39.9","082","40"
"MS","W - White","0-9.9","80-89.9","096","40"
"MS","B - Black","10-19.9","30-39.9","102","40"
"MS","W - White","30-39.9","90-100","121","40"
"MS","B - Black","60-69.9","0-9.9","032","40"
"MS","W - White","70-79.9","40-49.9","107","40"
"MS","W - White","80-89.9","60-69.9","007","40"
"MS","B - Black","60-69.9","60-69.9","005","40"
"MS","W - White","70-79.9","70-79.9","037","40"
"MS","W - White","30-39.9","90-100","118","40"
"MS","W - White","70-79.9","10-19.9","040","40"
"MS","W - White","50-59.9","60-69.9","121","40"
"MS","W - White","10-19.9","60-69.9","054","40"
"MS","B - Black","10-19.9","60-69.9","108","40"
"MS","B - Black","50-59.9","50-59.9","025","40"
"MS","W - White","90-100","30-39.9","118","40"
"MS","B - Black","30-39.9","50-59.9","024","40"
"MS","W - White","0-9.9","70-79.9","083","40"
"MS","W - White","80-89.9","40-49.9","094","40"
"MS","B - Black","10-19.9","10-19.9","060","40"
"MS","W - White","30-39.9","30-39.9","043","40"
"MS","W - White","70-79.9","50-59.9","013","40"
"MS","W - White","60-69.9","50-59.9","006","40"
"MS","B - Black","40-49.9","70-79.9","115","40"
"MS","B - Black","40-49.9","20-29.9","063","40"
"MS","W - White","40-49.9","90-100","107","40"
"MS","B - Black","50-59.9","10-19.9","008","40"
"MS","W - White","30-39.9","0-9.9","040","40"
"MS","W - White","0-9.9","60-69.9","099","40"
"MS","B - Black","50-59.9","40-49.9","025","40"
"MS","W - White","0-9.9","40-49.9","100","40"
"MS","W - White","0-9.9","40-49.9","045","40"
"MS","B - Black","70-79.9","0-9.9","105","40"
"MS","W - White","0-9.9","70-79.9","055","40"
"MS","B - Black","70-79.9","60-69.9","119","40"
"MS","W - White","10-19.9","30-39.9","041","40"
"MS","B - Black","0-9.9","10-19.9","006","40"
"MS","B - Black","0-9.9","60-69.9","023","40"
"MS","W - White","70-79.9","30-39.9","100","40"
"MS","W - White","30-39.9","60-69.9","120","40"
"MS","B - Black","20-29.9","90-100","092","40"
"MS","W - White","80-89.9","80-89.9","024","40"
"MS","B - Black","0-9.9","50-59.9","002","40"
"MS","W - White","50-59.9","70-79.9","073","40"
"MS","B - Black","0-9.9","50-59.9","053","40"
"MS","W - White","60-69.9","10-19.9","050","40"
"MS","W - White","20-29.9","60-69.9","017","40"
"MS","B - Black","70-79.9","0-9.9","112","40"
"MS","B - Black","0-9.9","90-100","039","40"
"MS","W - White","70-79.9","40-49.9","008","40"
"MS","B - Black","40-49.9","10-19.9","006","40"
"MS","W - White","30-39.9","50-59.9","060","40"
"MS","W - White","60-69.9","10-19.9","076","40"
"MS","B - Black","70-79.9","80-89.9","053","40"
"MS","W - White","20-29.9","20-29.9","043","40"
"MS","B - Black","30-39.9","60-69.9","096","40"
"MS","W - White","80-89.9","50-59.9","006","40"
"MS","W - White","70-79.9","80-89.9","022","40"
"MS","W - White","60-69.9","50-59.9","010","40"
"MS","W - White","70-79.9","50-59.9","095","40"
"MS","W - White","60-69.9","60-69.9","059","40"
"MS","W - White","70-79.9","20-29.9","027","40"
"MS","B - Black","40-49.9","30-39.9","091","40"
"MS","W - White","40-49.9","0-9.9","103","40"
"MS","W - White","50-59.9","90-100","041","40"
"MS","W - White","20-29.9","40-49.9","030","40"
"MS","W - White","10-19.9","70-79.9","094","40"
"MS","B - Black","70-79.9","60-69.9","098","40"
"MS","W - White","70-79.9","80-89.9","059","40"
"MS","W - White","20-29.9","10-19.9","031","40"
"MS","B - Black","0-9.9","70-79.9","056","40"
"MS","W - White","80-89.9","40-49.9","093","40"
"MS","B - Black","60-69.9","20-29.9","006","40"
"MS","B - Black","60-69.9","60-69.9","011","40"
"MS","W - White","50-59.9","50-59.9","122","40"
"MS","B - Black","80-89.9","70-79.9","055","40"
"MS","W - White","90-100","10-19.9","091","40"
"MS","B - Black","50-59.9","90-100","019","40"
"MS","W - White","0-9.9","70-79.9","049","40"
"MS","B - Black","40-49.9","50-59.9","011","40"
"MS","W - White","0-9.9","60-69.9","055","40"
"MS","W - White","60-69.9","40-49.9","117","40"
"MS","W - White","80-89.9","40-49.9","097","40"
"MS","B - Black","10-19.9","20-29.9","014","40"
"MS","B - Black","0-9.9","60-69.9","067","40"
"MS","W - White","80-89.9","80-89.9","009","40"
"MS","W - White","50-59.9","50-59.9","116","40"
"MS","B - Black","70-79.9","0-9.9","088","40"
"MS","B - Black","0-9.9","60-69.9","120","40"
"MS","B - Black","70-79.9","70-79.9","036","40"
"MS","W - White","0-9.9","60-69.9","022","40"
"MS","B - Black","40-49.9","60-69.9","042","40"
"MS","W - White","40-49.9","60-69.9","016","40"
"MS","W - White","60-69.9","30-39.9","043","40"
"MS","W - White","40-49.9","20-29.9","041","40"
"MS","W - White","0-9.9","40-49.9","008","40"
"MS","W - White","0-9.9","40-49.9","062","40"
"MS","W - White","20-29.9","50-59.9","108","40"
"MS","W - White","60-69.9","90-100","040","40"
"MS","W - White","0-9.9","80-89.9","055","40"
"MS","W - White","20-29.9","90-100","036","40"
"MS","W - White","20-29.9","50-59.9","083","40"
"MS","B - Black","60-69.9","0-9.9","018","40"
"MS","B - Black","10-19.9","70-79.9","117","40"
"MS","B - Black","10-19.9","0-9.9","048","40"
"MS","B - Black","60-69.9","50-59.9","041","40"
"MS","B - Black","70-79.9","70-79.9","027","40"
"MS","W - White","10-19.9","60-69.9","099","40"
"MS","W - White","60-69.9","70-79.9","052","40"
"MS","W - White","20-29.9","70-79.9","044","40"
"MS","B - Black","0-9.9","30-39.9","094","40"
"MS","B - Black","80-89.9","40-49.9","040","40"
"MS","W - White","70-79.9","50-59.9","017","40"
"MS","W - White","20-29.9","40-49.9","046","40"
"MS","W - White","30-39.9","70-79.9","087","40"
"MS","B - Black","70-79.9","40-49.9","020","40"
"MS","B - Black","30-39.9","50-59.9","098","40"
"MS","W - White","70-79.9","20-29.9","045","40"
"MS","W - White","30-39.9","0-9.9","072","40"
"MS","W - White","70-79.9","20-29.9","042","40"
"MS","W - White","20-29.9","20-29.9","009","40"
"MS","B - Black","50-59.9","30-39.9","007","40"
"MS","W - White","30-39.9","80-89.9","036","40"
"MS","B - Black","40-49.9","40-49.9","011","40"
"MS","W - White","0-9.9","0-9.9","047","40"
"MS","W - White","10-19.9","70-79.9","030","40"
"MS","B - Black","40-49.9","50-59.9","098","40"
"MS","B - Black","80-89.9","10-19.9","046","40"
"MS","B - Black","0-9.9","50-59.9","008","40"
"MS","W - White","30-39.9","50-59.9","061","40"
"MS","W - White","60-69.9","30-39.9","028","40"
"MS","B - Black","0-9.9","20-29.9","028","40"
"MS","B - Black","60-69.9","60-69.9","091","40"
"MS","W - White","10-19.9","40-49.9","098","40"
"MS","W - White","70-79.9","40-49.9","060","40"
"MS","W - White","40-49.9","70-79.9","023","40"
